pair_i,low_input_pos,high_input_pos,top_zeta_mont,top_zeta_normal,asm_loop_iter,asm_lane,asm_low_load_register,asm_high_load_register,asm_temp_register,branch0_output_pos,branch0_output_register,branch0_formula,branch1_output_pos,branch1_output_register,branch1_formula,notes
230,230,614,-1033,2735,4,6,v7,v13,v19,230,v7,t=fqmul_zeta_top_a[614];r[230]=a[230]+t,614,v13,t=fqmul_zeta_top_a[614];r[614]=a[230]+a[614]-t,matches_original_ntt_s_level0_load_shape
231,231,615,-1033,2735,4,7,v7,v13,v19,231,v7,t=fqmul_zeta_top_a[615];r[231]=a[231]+t,615,v13,t=fqmul_zeta_top_a[615];r[615]=a[231]+a[615]-t,matches_original_ntt_s_level0_load_shape
232,232,616,-1033,2735,5,0,v7,v13,v19,232,v7,t=fqmul_zeta_top_a[616];r[232]=a[232]+t,616,v13,t=fqmul_zeta_top_a[616];r[616]=a[232]+a[616]-t,matches_original_ntt_s_level0_load_shape
233,233,617,-1033,2735,5,1,v7,v13,v19,233,v7,t=fqmul_zeta_top_a[617];r[233]=a[233]+t,617,v13,t=fqmul_zeta_top_a[617];r[617]=a[233]+a[617]-t,matches_original_ntt_s_level0_load_shape
234,234,618,-1033,2735,5,2,v7,v13,v19,234,v7,t=fqmul_zeta_top_a[618];r[234]=a[234]+t,618,v13,t=fqmul_zeta_top_a[618];r[618]=a[234]+a[618]-t,matches_original_ntt_s_level0_load_shape
235,235,619,-1033,2735,5,3,v7,v13,v19,235,v7,t=fqmul_zeta_top_a[619];r[235]=a[235]+t,619,v13,t=fqmul_zeta_top_a[619];r[619]=a[235]+a[619]-t,matches_original_ntt_s_level0_load_shape
236,236,620,-1033,2735,5,4,v7,v13,v19,236,v7,t=fqmul_zeta_top_a[620];r[236]=a[236]+t,620,v13,t=fqmul_zeta_top_a[620];r[620]=a[236]+a[620]-t,matches_original_ntt_s_level0_load_shape
237,237,621,-1033,2735,5,5,v7,v13,v19,237,v7,t=fqmul_zeta_top_a[621];r[237]=a[237]+t,621,v13,t=fqmul_zeta_top_a[621];r[621]=a[237]+a[621]-t,matches_original_ntt_s_level0_load_shape
238,238,622,-1033,2735,5,6,v7,v13,v19,238,v7,t=fqmul_zeta_top_a[622];r[238]=a[238]+t,622,v13,t=fqmul_zeta_top_a[622];r[622]=a[238]+a[622]-t,matches_original_ntt_s_level0_load_shape
239,239,623,-1033,2735,5,7,v7,v13,v19,239,v7,t=fqmul_zeta_top_a[623];r[239]=a[239]+t,623,v13,t=fqmul_zeta_top_a[623];r[623]=a[239]+a[623]-t,matches_original_ntt_s_level0_load_shape
240,240,624,-1033,2735,6,0,v7,v13,v19,240,v7,t=fqmul_zeta_top_a[624];r[240]=a[240]+t,624,v13,t=fqmul_zeta_top_a[624];r[624]=a[240]+a[624]-t,matches_original_ntt_s_level0_load_shape
241,241,625,-1033,2735,6,1,v7,v13,v19,241,v7,t=fqmul_zeta_top_a[625];r[241]=a[241]+t,625,v13,t=fqmul_zeta_top_a[625];r[625]=a[241]+a[625]-t,matches_original_ntt_s_level0_load_shape
242,242,626,-1033,2735,6,2,v7,v13,v19,242,v7,t=fqmul_zeta_top_a[626];r[242]=a[242]+t,626,v13,t=fqmul_zeta_top_a[626];r[626]=a[242]+a[626]-t,matches_original_ntt_s_level0_load_shape
243,243,627,-1033,2735,6,3,v7,v13,v19,243,v7,t=fqmul_zeta_top_a[627];r[243]=a[243]+t,627,v13,t=fqmul_zeta_top_a[627];r[627]=a[243]+a[627]-t,matches_original_ntt_s_level0_load_shape
244,244,628,-1033,2735,6,4,v7,v13,v19,244,v7,t=fqmul_zeta_top_a[628];r[244]=a[244]+t,628,v13,t=fqmul_zeta_top_a[628];r[628]=a[244]+a[628]-t,matches_original_ntt_s_level0_load_shape
245,245,629,-1033,2735,6,5,v7,v13,v19,245,v7,t=fqmul_zeta_top_a[629];r[245]=a[245]+t,629,v13,t=fqmul_zeta_top_a[629];r[629]=a[245]+a[629]-t,matches_original_ntt_s_level0_load_shape
246,246,630,-1033,2735,6,6,v7,v13,v19,246,v7,t=fqmul_zeta_top_a[630];r[246]=a[246]+t,630,v13,t=fqmul_zeta_top_a[630];r[630]=a[246]+a[630]-t,matches_original_ntt_s_level0_load_shape
247,247,631,-1033,2735,6,7,v7,v13,v19,247,v7,t=fqmul_zeta_top_a[631];r[247]=a[247]+t,631,v13,t=fqmul_zeta_top_a[631];r[631]=a[247]+a[631]-t,matches_original_ntt_s_level0_load_shape
248,248,632,-1033,2735,7,0,v7,v13,v19,248,v7,t=fqmul_zeta_top_a[632];r[248]=a[248]+t,632,v13,t=fqmul_zeta_top_a[632];r[632]=a[248]+a[632]-t,matches_original_ntt_s_level0_load_shape
249,249,633,-1033,2735,7,1,v7,v13,v19,249,v7,t=fqmul_zeta_top_a[633];r[249]=a[249]+t,633,v13,t=fqmul_zeta_top_a[633];r[633]=a[249]+a[633]-t,matches_original_ntt_s_level0_load_shape
250,250,634,-1033,2735,7,2,v7,v13,v19,250,v7,t=fqmul_zeta_top_a[634];r[250]=a[250]+t,634,v13,t=fqmul_zeta_top_a[634];r[634]=a[250]+a[634]-t,matches_original_ntt_s_level0_load_shape
251,251,635,-1033,2735,7,3,v7,v13,v19,251,v7,t=fqmul_zeta_top_a[635];r[251]=a[251]+t,635,v13,t=fqmul_zeta_top_a[635];r[635]=a[251]+a[635]-t,matches_original_ntt_s_level0_load_shape
252,252,636,-1033,2735,7,4,v7,v13,v19,252,v7,t=fqmul_zeta_top_a[636];r[252]=a[252]+t,636,v13,t=fqmul_zeta_top_a[636];r[636]=a[252]+a[636]-t,matches_original_ntt_s_level0_load_shape
253,253,637,-1033,2735,7,5,v7,v13,v19,253,v7,t=fqmul_zeta_top_a[637];r[253]=a[253]+t,637,v13,t=fqmul_zeta_top_a[637];r[637]=a[253]+a[637]-t,matches_original_ntt_s_level0_load_shape
254,254,638,-1033,2735,7,6,v7,v13,v19,254,v7,t=fqmul_zeta_top_a[638];r[254]=a[254]+t,638,v13,t=fqmul_zeta_top_a[638];r[638]=a[254]+a[638]-t,matches_original_ntt_s_level0_load_shape
255,255,639,-1033,2735,7,7,v7,v13,v19,255,v7,t=fqmul_zeta_top_a[639];r[255]=a[255]+t,639,v13,t=fqmul_zeta_top_a[639];r[639]=a[255]+a[639]-t,matches_original_ntt_s_level0_load_shape
256,256,640,-1033,2735,0,0,v8,v14,v20,256,v8,t=fqmul_zeta_top_a[640];r[256]=a[256]+t,640,v14,t=fqmul_zeta_top_a[640];r[640]=a[256]+a[640]-t,matches_original_ntt_s_level0_load_shape
257,257,641,-1033,2735,0,1,v8,v14,v20,257,v8,t=fqmul_zeta_top_a[641];r[257]=a[257]+t,641,v14,t=fqmul_zeta_top_a[641];r[641]=a[257]+a[641]-t,matches_original_ntt_s_level0_load_shape
258,258,642,-1033,2735,0,2,v8,v14,v20,258,v8,t=fqmul_zeta_top_a[642];r[258]=a[258]+t,642,v14,t=fqmul_zeta_top_a[642];r[642]=a[258]+a[642]-t,matches_original_ntt_s_level0_load_shape
259,259,643,-1033,2735,0,3,v8,v14,v20,259,v8,t=fqmul_zeta_top_a[643];r[259]=a[259]+t,643,v14,t=fqmul_zeta_top_a[643];r[643]=a[259]+a[643]-t,matches_original_ntt_s_level0_load_shape
260,260,644,-1033,2735,0,4,v8,v14,v20,260,v8,t=fqmul_zeta_top_a[644];r[260]=a[260]+t,644,v14,t=fqmul_zeta_top_a[644];r[644]=a[260]+a[644]-t,matches_original_ntt_s_level0_load_shape
261,261,645,-1033,2735,0,5,v8,v14,v20,261,v8,t=fqmul_zeta_top_a[645];r[261]=a[261]+t,645,v14,t=fqmul_zeta_top_a[645];r[645]=a[261]+a[645]-t,matches_original_ntt_s_level0_load_shape
262,262,646,-1033,2735,0,6,v8,v14,v20,262,v8,t=fqmul_zeta_top_a[646];r[262]=a[262]+t,646,v14,t=fqmul_zeta_top_a[646];r[646]=a[262]+a[646]-t,matches_original_ntt_s_level0_load_shape
263,263,647,-1033,2735,0,7,v8,v14,v20,263,v8,t=fqmul_zeta_top_a[647];r[263]=a[263]+t,647,v14,t=fqmul_zeta_top_a[647];r[647]=a[263]+a[647]-t,matches_original_ntt_s_level0_load_shape
264,264,648,-1033,2735,1,0,v8,v14,v20,264,v8,t=fqmul_zeta_top_a[648];r[264]=a[264]+t,648,v14,t=fqmul_zeta_top_a[648];r[648]=a[264]+a[648]-t,matches_original_ntt_s_level0_load_shape
265,265,649,-1033,2735,1,1,v8,v14,v20,265,v8,t=fqmul_zeta_top_a[649];r[265]=a[265]+t,649,v14,t=fqmul_zeta_top_a[649];r[649]=a[265]+a[649]-t,matches_original_ntt_s_level0_load_shape
266,266,650,-1033,2735,1,2,v8,v14,v20,266,v8,t=fqmul_zeta_top_a[650];r[266]=a[266]+t,650,v14,t=fqmul_zeta_top_a[650];r[650]=a[266]+a[650]-t,matches_original_ntt_s_level0_load_shape
267,267,651,-1033,2735,1,3,v8,v14,v20,267,v8,t=fqmul_zeta_top_a[651];r[267]=a[267]+t,651,v14,t=fqmul_zeta_top_a[651];r[651]=a[267]+a[651]-t,matches_original_ntt_s_level0_load_shape
268,268,652,-1033,2735,1,4,v8,v14,v20,268,v8,t=fqmul_zeta_top_a[652];r[268]=a[268]+t,652,v14,t=fqmul_zeta_top_a[652];r[652]=a[268]+a[652]-t,matches_original_ntt_s_level0_load_shape
269,269,653,-1033,2735,1,5,v8,v14,v20,269,v8,t=fqmul_zeta_top_a[653];r[269]=a[269]+t,653,v14,t=fqmul_zeta_top_a[653];r[653]=a[269]+a[653]-t,matches_original_ntt_s_level0_load_shape
270,270,654,-1033,2735,1,6,v8,v14,v20,270,v8,t=fqmul_zeta_top_a[654];r[270]=a[270]+t,654,v14,t=fqmul_zeta_top_a[654];r[654]=a[270]+a[654]-t,matches_original_ntt_s_level0_load_shape
271,271,655,-1033,2735,1,7,v8,v14,v20,271,v8,t=fqmul_zeta_top_a[655];r[271]=a[271]+t,655,v14,t=fqmul_zeta_top_a[655];r[655]=a[271]+a[655]-t,matches_original_ntt_s_level0_load_shape
272,272,656,-1033,2735,2,0,v8,v14,v20,272,v8,t=fqmul_zeta_top_a[656];r[272]=a[272]+t,656,v14,t=fqmul_zeta_top_a[656];r[656]=a[272]+a[656]-t,matches_original_ntt_s_level0_load_shape
273,273,657,-1033,2735,2,1,v8,v14,v20,273,v8,t=fqmul_zeta_top_a[657];r[273]=a[273]+t,657,v14,t=fqmul_zeta_top_a[657];r[657]=a[273]+a[657]-t,matches_original_ntt_s_level0_load_shape
274,274,658,-1033,2735,2,2,v8,v14,v20,274,v8,t=fqmul_zeta_top_a[658];r[274]=a[274]+t,658,v14,t=fqmul_zeta_top_a[658];r[658]=a[274]+a[658]-t,matches_original_ntt_s_level0_load_shape
275,275,659,-1033,2735,2,3,v8,v14,v20,275,v8,t=fqmul_zeta_top_a[659];r[275]=a[275]+t,659,v14,t=fqmul_zeta_top_a[659];r[659]=a[275]+a[659]-t,matches_original_ntt_s_level0_load_shape
276,276,660,-1033,2735,2,4,v8,v14,v20,276,v8,t=fqmul_zeta_top_a[660];r[276]=a[276]+t,660,v14,t=fqmul_zeta_top_a[660];r[660]=a[276]+a[660]-t,matches_original_ntt_s_level0_load_shape
277,277,661,-1033,2735,2,5,v8,v14,v20,277,v8,t=fqmul_zeta_top_a[661];r[277]=a[277]+t,661,v14,t=fqmul_zeta_top_a[661];r[661]=a[277]+a[661]-t,matches_original_ntt_s_level0_load_shape
278,278,662,-1033,2735,2,6,v8,v14,v20,278,v8,t=fqmul_zeta_top_a[662];r[278]=a[278]+t,662,v14,t=fqmul_zeta_top_a[662];r[662]=a[278]+a[662]-t,matches_original_ntt_s_level0_load_shape
279,279,663,-1033,2735,2,7,v8,v14,v20,279,v8,t=fqmul_zeta_top_a[663];r[279]=a[279]+t,663,v14,t=fqmul_zeta_top_a[663];r[663]=a[279]+a[663]-t,matches_original_ntt_s_level0_load_shape
280,280,664,-1033,2735,3,0,v8,v14,v20,280,v8,t=fqmul_zeta_top_a[664];r[280]=a[280]+t,664,v14,t=fqmul_zeta_top_a[664];r[664]=a[280]+a[664]-t,matches_original_ntt_s_level0_load_shape
281,281,665,-1033,2735,3,1,v8,v14,v20,281,v8,t=fqmul_zeta_top_a[665];r[281]=a[281]+t,665,v14,t=fqmul_zeta_top_a[665];r[665]=a[281]+a[665]-t,matches_original_ntt_s_level0_load_shape
282,282,666,-1033,2735,3,2,v8,v14,v20,282,v8,t=fqmul_zeta_top_a[666];r[282]=a[282]+t,666,v14,t=fqmul_zeta_top_a[666];r[666]=a[282]+a[666]-t,matches_original_ntt_s_level0_load_shape
283,283,667,-1033,2735,3,3,v8,v14,v20,283,v8,t=fqmul_zeta_top_a[667];r[283]=a[283]+t,667,v14,t=fqmul_zeta_top_a[667];r[667]=a[283]+a[667]-t,matches_original_ntt_s_level0_load_shape
284,284,668,-1033,2735,3,4,v8,v14,v20,284,v8,t=fqmul_zeta_top_a[668];r[284]=a[284]+t,668,v14,t=fqmul_zeta_top_a[668];r[668]=a[284]+a[668]-t,matches_original_ntt_s_level0_load_shape
285,285,669,-1033,2735,3,5,v8,v14,v20,285,v8,t=fqmul_zeta_top_a[669];r[285]=a[285]+t,669,v14,t=fqmul_zeta_top_a[669];r[669]=a[285]+a[669]-t,matches_original_ntt_s_level0_load_shape
286,286,670,-1033,2735,3,6,v8,v14,v20,286,v8,t=fqmul_zeta_top_a[670];r[286]=a[286]+t,670,v14,t=fqmul_zeta_top_a[670];r[670]=a[286]+a[670]-t,matches_original_ntt_s_level0_load_shape
287,287,671,-1033,2735,3,7,v8,v14,v20,287,v8,t=fqmul_zeta_top_a[671];r[287]=a[287]+t,671,v14,t=fqmul_zeta_top_a[671];r[671]=a[287]+a[671]-t,matches_original_ntt_s_level0_load_shape
288,288,672,-1033,2735,4,0,v8,v14,v20,288,v8,t=fqmul_zeta_top_a[672];r[288]=a[288]+t,672,v14,t=fqmul_zeta_top_a[672];r[672]=a[288]+a[672]-t,matches_original_ntt_s_level0_load_shape
289,289,673,-1033,2735,4,1,v8,v14,v20,289,v8,t=fqmul_zeta_top_a[673];r[289]=a[289]+t,673,v14,t=fqmul_zeta_top_a[673];r[673]=a[289]+a[673]-t,matches_original_ntt_s_level0_load_shape
290,290,674,-1033,2735,4,2,v8,v14,v20,290,v8,t=fqmul_zeta_top_a[674];r[290]=a[290]+t,674,v14,t=fqmul_zeta_top_a[674];r[674]=a[290]+a[674]-t,matches_original_ntt_s_level0_load_shape
291,291,675,-1033,2735,4,3,v8,v14,v20,291,v8,t=fqmul_zeta_top_a[675];r[291]=a[291]+t,675,v14,t=fqmul_zeta_top_a[675];r[675]=a[291]+a[675]-t,matches_original_ntt_s_level0_load_shape
292,292,676,-1033,2735,4,4,v8,v14,v20,292,v8,t=fqmul_zeta_top_a[676];r[292]=a[292]+t,676,v14,t=fqmul_zeta_top_a[676];r[676]=a[292]+a[676]-t,matches_original_ntt_s_level0_load_shape
293,293,677,-1033,2735,4,5,v8,v14,v20,293,v8,t=fqmul_zeta_top_a[677];r[293]=a[293]+t,677,v14,t=fqmul_zeta_top_a[677];r[677]=a[293]+a[677]-t,matches_original_ntt_s_level0_load_shape
294,294,678,-1033,2735,4,6,v8,v14,v20,294,v8,t=fqmul_zeta_top_a[678];r[294]=a[294]+t,678,v14,t=fqmul_zeta_top_a[678];r[678]=a[294]+a[678]-t,matches_original_ntt_s_level0_load_shape
295,295,679,-1033,2735,4,7,v8,v14,v20,295,v8,t=fqmul_zeta_top_a[679];r[295]=a[295]+t,679,v14,t=fqmul_zeta_top_a[679];r[679]=a[295]+a[679]-t,matches_original_ntt_s_level0_load_shape
296,296,680,-1033,2735,5,0,v8,v14,v20,296,v8,t=fqmul_zeta_top_a[680];r[296]=a[296]+t,680,v14,t=fqmul_zeta_top_a[680];r[680]=a[296]+a[680]-t,matches_original_ntt_s_level0_load_shape
297,297,681,-1033,2735,5,1,v8,v14,v20,297,v8,t=fqmul_zeta_top_a[681];r[297]=a[297]+t,681,v14,t=fqmul_zeta_top_a[681];r[681]=a[297]+a[681]-t,matches_original_ntt_s_level0_load_shape
298,298,682,-1033,2735,5,2,v8,v14,v20,298,v8,t=fqmul_zeta_top_a[682];r[298]=a[298]+t,682,v14,t=fqmul_zeta_top_a[682];r[682]=a[298]+a[682]-t,matches_original_ntt_s_level0_load_shape
299,299,683,-1033,2735,5,3,v8,v14,v20,299,v8,t=fqmul_zeta_top_a[683];r[299]=a[299]+t,683,v14,t=fqmul_zeta_top_a[683];r[683]=a[299]+a[683]-t,matches_original_ntt_s_level0_load_shape
300,300,684,-1033,2735,5,4,v8,v14,v20,300,v8,t=fqmul_zeta_top_a[684];r[300]=a[300]+t,684,v14,t=fqmul_zeta_top_a[684];r[684]=a[300]+a[684]-t,matches_original_ntt_s_level0_load_shape
301,301,685,-1033,2735,5,5,v8,v14,v20,301,v8,t=fqmul_zeta_top_a[685];r[301]=a[301]+t,685,v14,t=fqmul_zeta_top_a[685];r[685]=a[301]+a[685]-t,matches_original_ntt_s_level0_load_shape
302,302,686,-1033,2735,5,6,v8,v14,v20,302,v8,t=fqmul_zeta_top_a[686];r[302]=a[302]+t,686,v14,t=fqmul_zeta_top_a[686];r[686]=a[302]+a[686]-t,matches_original_ntt_s_level0_load_shape
303,303,687,-1033,2735,5,7,v8,v14,v20,303,v8,t=fqmul_zeta_top_a[687];r[303]=a[303]+t,687,v14,t=fqmul_zeta_top_a[687];r[687]=a[303]+a[687]-t,matches_original_ntt_s_level0_load_shape
304,304,688,-1033,2735,6,0,v8,v14,v20,304,v8,t=fqmul_zeta_top_a[688];r[304]=a[304]+t,688,v14,t=fqmul_zeta_top_a[688];r[688]=a[304]+a[688]-t,matches_original_ntt_s_level0_load_shape
305,305,689,-1033,2735,6,1,v8,v14,v20,305,v8,t=fqmul_zeta_top_a[689];r[305]=a[305]+t,689,v14,t=fqmul_zeta_top_a[689];r[689]=a[305]+a[689]-t,matches_original_ntt_s_level0_load_shape
306,306,690,-1033,2735,6,2,v8,v14,v20,306,v8,t=fqmul_zeta_top_a[690];r[306]=a[306]+t,690,v14,t=fqmul_zeta_top_a[690];r[690]=a[306]+a[690]-t,matches_original_ntt_s_level0_load_shape
307,307,691,-1033,2735,6,3,v8,v14,v20,307,v8,t=fqmul_zeta_top_a[691];r[307]=a[307]+t,691,v14,t=fqmul_zeta_top_a[691];r[691]=a[307]+a[691]-t,matches_original_ntt_s_level0_load_shape
308,308,692,-1033,2735,6,4,v8,v14,v20,308,v8,t=fqmul_zeta_top_a[692];r[308]=a[308]+t,692,v14,t=fqmul_zeta_top_a[692];r[692]=a[308]+a[692]-t,matches_original_ntt_s_level0_load_shape
309,309,693,-1033,2735,6,5,v8,v14,v20,309,v8,t=fqmul_zeta_top_a[693];r[309]=a[309]+t,693,v14,t=fqmul_zeta_top_a[693];r[693]=a[309]+a[693]-t,matches_original_ntt_s_level0_load_shape
310,310,694,-1033,2735,6,6,v8,v14,v20,310,v8,t=fqmul_zeta_top_a[694];r[310]=a[310]+t,694,v14,t=fqmul_zeta_top_a[694];r[694]=a[310]+a[694]-t,matches_original_ntt_s_level0_load_shape
311,311,695,-1033,2735,6,7,v8,v14,v20,311,v8,t=fqmul_zeta_top_a[695];r[311]=a[311]+t,695,v14,t=fqmul_zeta_top_a[695];r[695]=a[311]+a[695]-t,matches_original_ntt_s_level0_load_shape
312,312,696,-1033,2735,7,0,v8,v14,v20,312,v8,t=fqmul_zeta_top_a[696];r[312]=a[312]+t,696,v14,t=fqmul_zeta_top_a[696];r[696]=a[312]+a[696]-t,matches_original_ntt_s_level0_load_shape
313,313,697,-1033,2735,7,1,v8,v14,v20,313,v8,t=fqmul_zeta_top_a[697];r[313]=a[313]+t,697,v14,t=fqmul_zeta_top_a[697];r[697]=a[313]+a[697]-t,matches_original_ntt_s_level0_load_shape
314,314,698,-1033,2735,7,2,v8,v14,v20,314,v8,t=fqmul_zeta_top_a[698];r[314]=a[314]+t,698,v14,t=fqmul_zeta_top_a[698];r[698]=a[314]+a[698]-t,matches_original_ntt_s_level0_load_shape
315,315,699,-1033,2735,7,3,v8,v14,v20,315,v8,t=fqmul_zeta_top_a[699];r[315]=a[315]+t,699,v14,t=fqmul_zeta_top_a[699];r[699]=a[315]+a[699]-t,matches_original_ntt_s_level0_load_shape
316,316,700,-1033,2735,7,4,v8,v14,v20,316,v8,t=fqmul_zeta_top_a[700];r[316]=a[316]+t,700,v14,t=fqmul_zeta_top_a[700];r[700]=a[316]+a[700]-t,matches_original_ntt_s_level0_load_shape
317,317,701,-1033,2735,7,5,v8,v14,v20,317,v8,t=fqmul_zeta_top_a[701];r[317]=a[317]+t,701,v14,t=fqmul_zeta_top_a[701];r[701]=a[317]+a[701]-t,matches_original_ntt_s_level0_load_shape
318,318,702,-1033,2735,7,6,v8,v14,v20,318,v8,t=fqmul_zeta_top_a[702];r[318]=a[318]+t,702,v14,t=fqmul_zeta_top_a[702];r[702]=a[318]+a[702]-t,matches_original_ntt_s_level0_load_shape
319,319,703,-1033,2735,7,7,v8,v14,v20,319,v8,t=fqmul_zeta_top_a[703];r[319]=a[319]+t,703,v14,t=fqmul_zeta_top_a[703];r[703]=a[319]+a[703]-t,matches_original_ntt_s_level0_load_shape
320,320,704,-1033,2735,0,0,v9,v15,v21,320,v9,t=fqmul_zeta_top_a[704];r[320]=a[320]+t,704,v15,t=fqmul_zeta_top_a[704];r[704]=a[320]+a[704]-t,matches_original_ntt_s_level0_load_shape
321,321,705,-1033,2735,0,1,v9,v15,v21,321,v9,t=fqmul_zeta_top_a[705];r[321]=a[321]+t,705,v15,t=fqmul_zeta_top_a[705];r[705]=a[321]+a[705]-t,matches_original_ntt_s_level0_load_shape
322,322,706,-1033,2735,0,2,v9,v15,v21,322,v9,t=fqmul_zeta_top_a[706];r[322]=a[322]+t,706,v15,t=fqmul_zeta_top_a[706];r[706]=a[322]+a[706]-t,matches_original_ntt_s_level0_load_shape
323,323,707,-1033,2735,0,3,v9,v15,v21,323,v9,t=fqmul_zeta_top_a[707];r[323]=a[323]+t,707,v15,t=fqmul_zeta_top_a[707];r[707]=a[323]+a[707]-t,matches_original_ntt_s_level0_load_shape
324,324,708,-1033,2735,0,4,v9,v15,v21,324,v9,t=fqmul_zeta_top_a[708];r[324]=a[324]+t,708,v15,t=fqmul_zeta_top_a[708];r[708]=a[324]+a[708]-t,matches_original_ntt_s_level0_load_shape
325,325,709,-1033,2735,0,5,v9,v15,v21,325,v9,t=fqmul_zeta_top_a[709];r[325]=a[325]+t,709,v15,t=fqmul_zeta_top_a[709];r[709]=a[325]+a[709]-t,matches_original_ntt_s_level0_load_shape
326,326,710,-1033,2735,0,6,v9,v15,v21,326,v9,t=fqmul_zeta_top_a[710];r[326]=a[326]+t,710,v15,t=fqmul_zeta_top_a[710];r[710]=a[326]+a[710]-t,matches_original_ntt_s_level0_load_shape
327,327,711,-1033,2735,0,7,v9,v15,v21,327,v9,t=fqmul_zeta_top_a[711];r[327]=a[327]+t,711,v15,t=fqmul_zeta_top_a[711];r[711]=a[327]+a[711]-t,matches_original_ntt_s_level0_load_shape
328,328,712,-1033,2735,1,0,v9,v15,v21,328,v9,t=fqmul_zeta_top_a[712];r[328]=a[328]+t,712,v15,t=fqmul_zeta_top_a[712];r[712]=a[328]+a[712]-t,matches_original_ntt_s_level0_load_shape
329,329,713,-1033,2735,1,1,v9,v15,v21,329,v9,t=fqmul_zeta_top_a[713];r[329]=a[329]+t,713,v15,t=fqmul_zeta_top_a[713];r[713]=a[329]+a[713]-t,matches_original_ntt_s_level0_load_shape
330,330,714,-1033,2735,1,2,v9,v15,v21,330,v9,t=fqmul_zeta_top_a[714];r[330]=a[330]+t,714,v15,t=fqmul_zeta_top_a[714];r[714]=a[330]+a[714]-t,matches_original_ntt_s_level0_load_shape
331,331,715,-1033,2735,1,3,v9,v15,v21,331,v9,t=fqmul_zeta_top_a[715];r[331]=a[331]+t,715,v15,t=fqmul_zeta_top_a[715];r[715]=a[331]+a[715]-t,matches_original_ntt_s_level0_load_shape
332,332,716,-1033,2735,1,4,v9,v15,v21,332,v9,t=fqmul_zeta_top_a[716];r[332]=a[332]+t,716,v15,t=fqmul_zeta_top_a[716];r[716]=a[332]+a[716]-t,matches_original_ntt_s_level0_load_shape
333,333,717,-1033,2735,1,5,v9,v15,v21,333,v9,t=fqmul_zeta_top_a[717];r[333]=a[333]+t,717,v15,t=fqmul_zeta_top_a[717];r[717]=a[333]+a[717]-t,matches_original_ntt_s_level0_load_shape
334,334,718,-1033,2735,1,6,v9,v15,v21,334,v9,t=fqmul_zeta_top_a[718];r[334]=a[334]+t,718,v15,t=fqmul_zeta_top_a[718];r[718]=a[334]+a[718]-t,matches_original_ntt_s_level0_load_shape
335,335,719,-1033,2735,1,7,v9,v15,v21,335,v9,t=fqmul_zeta_top_a[719];r[335]=a[335]+t,719,v15,t=fqmul_zeta_top_a[719];r[719]=a[335]+a[719]-t,matches_original_ntt_s_level0_load_shape
336,336,720,-1033,2735,2,0,v9,v15,v21,336,v9,t=fqmul_zeta_top_a[720];r[336]=a[336]+t,720,v15,t=fqmul_zeta_top_a[720];r[720]=a[336]+a[720]-t,matches_original_ntt_s_level0_load_shape
337,337,721,-1033,2735,2,1,v9,v15,v21,337,v9,t=fqmul_zeta_top_a[721];r[337]=a[337]+t,721,v15,t=fqmul_zeta_top_a[721];r[721]=a[337]+a[721]-t,matches_original_ntt_s_level0_load_shape
338,338,722,-1033,2735,2,2,v9,v15,v21,338,v9,t=fqmul_zeta_top_a[722];r[338]=a[338]+t,722,v15,t=fqmul_zeta_top_a[722];r[722]=a[338]+a[722]-t,matches_original_ntt_s_level0_load_shape
339,339,723,-1033,2735,2,3,v9,v15,v21,339,v9,t=fqmul_zeta_top_a[723];r[339]=a[339]+t,723,v15,t=fqmul_zeta_top_a[723];r[723]=a[339]+a[723]-t,matches_original_ntt_s_level0_load_shape
340,340,724,-1033,2735,2,4,v9,v15,v21,340,v9,t=fqmul_zeta_top_a[724];r[340]=a[340]+t,724,v15,t=fqmul_zeta_top_a[724];r[724]=a[340]+a[724]-t,matches_original_ntt_s_level0_load_shape
341,341,725,-1033,2735,2,5,v9,v15,v21,341,v9,t=fqmul_zeta_top_a[725];r[341]=a[341]+t,725,v15,t=fqmul_zeta_top_a[725];r[725]=a[341]+a[725]-t,matches_original_ntt_s_level0_load_shape
342,342,726,-1033,2735,2,6,v9,v15,v21,342,v9,t=fqmul_zeta_top_a[726];r[342]=a[342]+t,726,v15,t=fqmul_zeta_top_a[726];r[726]=a[342]+a[726]-t,matches_original_ntt_s_level0_load_shape
343,343,727,-1033,2735,2,7,v9,v15,v21,343,v9,t=fqmul_zeta_top_a[727];r[343]=a[343]+t,727,v15,t=fqmul_zeta_top_a[727];r[727]=a[343]+a[727]-t,matches_original_ntt_s_level0_load_shape
344,344,728,-1033,2735,3,0,v9,v15,v21,344,v9,t=fqmul_zeta_top_a[728];r[344]=a[344]+t,728,v15,t=fqmul_zeta_top_a[728];r[728]=a[344]+a[728]-t,matches_original_ntt_s_level0_load_shape
345,345,729,-1033,2735,3,1,v9,v15,v21,345,v9,t=fqmul_zeta_top_a[729];r[345]=a[345]+t,729,v15,t=fqmul_zeta_top_a[729];r[729]=a[345]+a[729]-t,matches_original_ntt_s_level0_load_shape
346,346,730,-1033,2735,3,2,v9,v15,v21,346,v9,t=fqmul_zeta_top_a[730];r[346]=a[346]+t,730,v15,t=fqmul_zeta_top_a[730];r[730]=a[346]+a[730]-t,matches_original_ntt_s_level0_load_shape
