target_coefficient,packet,packet_lane,block,source_vector,source_word,message_word,degree,lane,branch,k3,q4,physical_Q,logical_k32,representative,next_operation
185,11,9,9,37,603,603,1,11,0,2,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
186,11,10,9,38,619,619,2,11,0,2,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
187,11,11,9,39,635,635,3,11,0,2,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
188,11,12,9,36,591,591,0,15,0,2,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
189,11,13,9,37,607,607,1,15,0,2,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
190,11,14,9,38,623,623,2,15,0,2,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
191,11,15,9,39,639,639,3,15,0,2,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
192,12,0,8,32,514,514,0,2,0,2,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
193,12,1,8,33,530,530,1,2,0,2,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
194,12,2,8,34,546,546,2,2,0,2,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
195,12,3,8,35,562,562,3,2,0,2,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
196,12,4,8,32,518,518,0,6,0,2,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
197,12,5,8,33,534,534,1,6,0,2,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
198,12,6,8,34,550,550,2,6,0,2,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
199,12,7,8,35,566,566,3,6,0,2,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
200,12,8,8,32,522,522,0,10,0,2,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
201,12,9,8,33,538,538,1,10,0,2,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
202,12,10,8,34,554,554,2,10,0,2,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
203,12,11,8,35,570,570,3,10,0,2,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
204,12,12,8,32,526,526,0,14,0,2,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
205,12,13,8,33,542,542,1,14,0,2,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
206,12,14,8,34,558,558,2,14,0,2,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
207,12,15,8,35,574,574,3,14,0,2,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
208,13,0,8,32,515,515,0,3,0,2,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
209,13,1,8,33,531,531,1,3,0,2,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
210,13,2,8,34,547,547,2,3,0,2,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
211,13,3,8,35,563,563,3,3,0,2,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
212,13,4,8,32,519,519,0,7,0,2,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
213,13,5,8,33,535,535,1,7,0,2,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
214,13,6,8,34,551,551,2,7,0,2,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
215,13,7,8,35,567,567,3,7,0,2,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
216,13,8,8,32,523,523,0,11,0,2,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
217,13,9,8,33,539,539,1,11,0,2,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
218,13,10,8,34,555,555,2,11,0,2,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
219,13,11,8,35,571,571,3,11,0,2,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
220,13,12,8,32,527,527,0,15,0,2,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
221,13,13,8,33,543,543,1,15,0,2,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
222,13,14,8,34,559,559,2,15,0,2,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
223,13,15,8,35,575,575,3,15,0,2,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
224,14,0,8,32,513,513,0,1,0,2,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
225,14,1,8,33,529,529,1,1,0,2,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
226,14,2,8,34,545,545,2,1,0,2,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
227,14,3,8,35,561,561,3,1,0,2,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
228,14,4,8,32,517,517,0,5,0,2,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
229,14,5,8,33,533,533,1,5,0,2,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
230,14,6,8,34,549,549,2,5,0,2,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
231,14,7,8,35,565,565,3,5,0,2,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
232,14,8,8,32,521,521,0,9,0,2,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
233,14,9,8,33,537,537,1,9,0,2,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
234,14,10,8,34,553,553,2,9,0,2,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
235,14,11,8,35,569,569,3,9,0,2,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
236,14,12,8,32,525,525,0,13,0,2,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
237,14,13,8,33,541,541,1,13,0,2,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
238,14,14,8,34,557,557,2,13,0,2,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
239,14,15,8,35,573,573,3,13,0,2,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
240,15,0,8,32,520,520,0,8,0,2,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
241,15,1,8,33,536,536,1,8,0,2,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
242,15,2,8,34,552,552,2,8,0,2,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
243,15,3,8,35,568,568,3,8,0,2,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
244,15,4,8,32,524,524,0,12,0,2,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
245,15,5,8,33,540,540,1,12,0,2,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
246,15,6,8,34,556,556,2,12,0,2,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
247,15,7,8,35,572,572,3,12,0,2,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
248,15,8,8,32,516,516,0,4,0,2,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
249,15,9,8,33,532,532,1,4,0,2,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
250,15,10,8,34,548,548,2,4,0,2,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
251,15,11,8,35,564,564,3,4,0,2,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
252,15,12,8,32,512,512,0,0,0,2,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
253,15,13,8,33,528,528,1,0,0,2,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
254,15,14,8,34,544,544,2,0,0,2,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
255,15,15,8,35,560,560,3,0,0,2,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
256,16,0,4,16,265,265,0,9,0,1,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
257,16,1,4,17,281,281,1,9,0,1,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
258,16,2,4,18,297,297,2,9,0,1,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
259,16,3,4,19,313,313,3,9,0,1,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
260,16,4,4,16,269,269,0,13,0,1,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
261,16,5,4,17,285,285,1,13,0,1,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
262,16,6,4,18,301,301,2,13,0,1,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
263,16,7,4,19,317,317,3,13,0,1,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
264,16,8,4,16,261,261,0,5,0,1,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
265,16,9,4,17,277,277,1,5,0,1,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
266,16,10,4,18,293,293,2,5,0,1,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
267,16,11,4,19,309,309,3,5,0,1,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
268,16,12,4,16,257,257,0,1,0,1,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
269,16,13,4,17,273,273,1,1,0,1,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
270,16,14,4,18,289,289,2,1,0,1,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
271,16,15,4,19,305,305,3,1,0,1,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
272,17,0,4,16,260,260,0,4,0,1,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
273,17,1,4,17,276,276,1,4,0,1,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
274,17,2,4,18,292,292,2,4,0,1,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
275,17,3,4,19,308,308,3,4,0,1,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
276,17,4,4,16,256,256,0,0,0,1,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
277,17,5,4,17,272,272,1,0,0,1,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
278,17,6,4,18,288,288,2,0,0,1,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
279,17,7,4,19,304,304,3,0,0,1,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
280,17,8,4,16,268,268,0,12,0,1,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
281,17,9,4,17,284,284,1,12,0,1,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
282,17,10,4,18,300,300,2,12,0,1,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
283,17,11,4,19,316,316,3,12,0,1,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
284,17,12,4,16,264,264,0,8,0,1,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
285,17,13,4,17,280,280,1,8,0,1,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
286,17,14,4,18,296,296,2,8,0,1,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
287,17,15,4,19,312,312,3,8,0,1,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
288,18,0,4,16,267,267,0,11,0,1,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
289,18,1,4,17,283,283,1,11,0,1,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
290,18,2,4,18,299,299,2,11,0,1,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
291,18,3,4,19,315,315,3,11,0,1,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
292,18,4,4,16,271,271,0,15,0,1,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
293,18,5,4,17,287,287,1,15,0,1,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
294,18,6,4,18,303,303,2,15,0,1,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
295,18,7,4,19,319,319,3,15,0,1,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
296,18,8,4,16,263,263,0,7,0,1,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
297,18,9,4,17,279,279,1,7,0,1,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
298,18,10,4,18,295,295,2,7,0,1,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
299,18,11,4,19,311,311,3,7,0,1,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
300,18,12,4,16,259,259,0,3,0,1,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
301,18,13,4,17,275,275,1,3,0,1,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
302,18,14,4,18,291,291,2,3,0,1,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
303,18,15,4,19,307,307,3,3,0,1,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
304,19,0,4,16,262,262,0,6,0,1,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
305,19,1,4,17,278,278,1,6,0,1,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
306,19,2,4,18,294,294,2,6,0,1,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
307,19,3,4,19,310,310,3,6,0,1,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
308,19,4,4,16,258,258,0,2,0,1,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
309,19,5,4,17,274,274,1,2,0,1,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
310,19,6,4,18,290,290,2,2,0,1,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
311,19,7,4,19,306,306,3,2,0,1,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
312,19,8,4,16,270,270,0,14,0,1,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
313,19,9,4,17,286,286,1,14,0,1,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
314,19,10,4,18,302,302,2,14,0,1,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
315,19,11,4,19,318,318,3,14,0,1,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
316,19,12,4,16,266,266,0,10,0,1,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
317,19,13,4,17,282,282,1,10,0,1,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
318,19,14,4,18,298,298,2,10,0,1,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
319,19,15,4,19,314,314,3,10,0,1,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
320,20,0,5,20,329,329,0,9,0,1,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
321,20,1,5,21,345,345,1,9,0,1,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
322,20,2,5,22,361,361,2,9,0,1,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
323,20,3,5,23,377,377,3,9,0,1,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
324,20,4,5,20,333,333,0,13,0,1,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
325,20,5,5,21,349,349,1,13,0,1,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
326,20,6,5,22,365,365,2,13,0,1,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
327,20,7,5,23,381,381,3,13,0,1,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
328,20,8,5,20,325,325,0,5,0,1,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
329,20,9,5,21,341,341,1,5,0,1,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
330,20,10,5,22,357,357,2,5,0,1,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
331,20,11,5,23,373,373,3,5,0,1,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
332,20,12,5,20,321,321,0,1,0,1,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
333,20,13,5,21,337,337,1,1,0,1,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
334,20,14,5,22,353,353,2,1,0,1,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
335,20,15,5,23,369,369,3,1,0,1,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
336,21,0,5,20,324,324,0,4,0,1,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
337,21,1,5,21,340,340,1,4,0,1,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
338,21,2,5,22,356,356,2,4,0,1,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
339,21,3,5,23,372,372,3,4,0,1,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
340,21,4,5,20,320,320,0,0,0,1,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
341,21,5,5,21,336,336,1,0,0,1,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
