target_coefficient,packet,packet_lane,block,source_vector,source_word,message_word,degree,lane,branch,k3,q4,physical_Q,logical_k32,representative,next_operation
712,44,8,2,8,138,138,0,10,1,0,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
713,44,9,2,9,154,154,1,10,1,0,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
714,44,10,2,10,170,170,2,10,1,0,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
715,44,11,2,11,186,186,3,10,1,0,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
716,44,12,2,8,142,142,0,14,1,0,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
717,44,13,2,9,158,158,1,14,1,0,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
718,44,14,2,10,174,174,2,14,1,0,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
719,44,15,2,11,190,190,3,14,1,0,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
720,45,0,2,8,131,131,0,3,1,0,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
721,45,1,2,9,147,147,1,3,1,0,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
722,45,2,2,10,163,163,2,3,1,0,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
723,45,3,2,11,179,179,3,3,1,0,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
724,45,4,2,8,135,135,0,7,1,0,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
725,45,5,2,9,151,151,1,7,1,0,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
726,45,6,2,10,167,167,2,7,1,0,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
727,45,7,2,11,183,183,3,7,1,0,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
728,45,8,2,8,139,139,0,11,1,0,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
729,45,9,2,9,155,155,1,11,1,0,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
730,45,10,2,10,171,171,2,11,1,0,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
731,45,11,2,11,187,187,3,11,1,0,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
732,45,12,2,8,143,143,0,15,1,0,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
733,45,13,2,9,159,159,1,15,1,0,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
734,45,14,2,10,175,175,2,15,1,0,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
735,45,15,2,11,191,191,3,15,1,0,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
736,46,0,2,8,129,129,0,1,1,0,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
737,46,1,2,9,145,145,1,1,1,0,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
738,46,2,2,10,161,161,2,1,1,0,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
739,46,3,2,11,177,177,3,1,1,0,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
740,46,4,2,8,133,133,0,5,1,0,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
741,46,5,2,9,149,149,1,5,1,0,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
742,46,6,2,10,165,165,2,5,1,0,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
743,46,7,2,11,181,181,3,5,1,0,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
744,46,8,2,8,137,137,0,9,1,0,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
745,46,9,2,9,153,153,1,9,1,0,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
746,46,10,2,10,169,169,2,9,1,0,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
747,46,11,2,11,185,185,3,9,1,0,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
748,46,12,2,8,141,141,0,13,1,0,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
749,46,13,2,9,157,157,1,13,1,0,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
750,46,14,2,10,173,173,2,13,1,0,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
751,46,15,2,11,189,189,3,13,1,0,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
752,47,0,2,8,136,136,0,8,1,0,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
753,47,1,2,9,152,152,1,8,1,0,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
754,47,2,2,10,168,168,2,8,1,0,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
755,47,3,2,11,184,184,3,8,1,0,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
756,47,4,2,8,140,140,0,12,1,0,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
757,47,5,2,9,156,156,1,12,1,0,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
758,47,6,2,10,172,172,2,12,1,0,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
759,47,7,2,11,188,188,3,12,1,0,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
760,47,8,2,8,132,132,0,4,1,0,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
761,47,9,2,9,148,148,1,4,1,0,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
762,47,10,2,10,164,164,2,4,1,0,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
763,47,11,2,11,180,180,3,4,1,0,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
764,47,12,2,8,128,128,0,0,1,0,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
765,47,13,2,9,144,144,1,0,1,0,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
766,47,14,2,10,160,160,2,0,1,0,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
767,47,15,2,11,176,176,3,0,1,0,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
